id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_203,2015-10-27,07:02:38,1445925758081,2,157808,1,1,7,1,14,13,3,8,2,15,,"2,6",1,2.237
Sl_203,2015-10-27,07:02:51,1445925758081,2,170843,2,2,7,2,16,12,6,5,15,13,,"7,3",1,2.19
Sl_203,2015-10-27,07:03:04,1445925758081,2,183591,3,3,7,4,2,16,14,13,10,5,,"10,4",1,1.913
Sl_203,2015-10-27,07:03:16,1445925758081,2,195779,4,4,7,6,13,7,1,14,11,3,,"6,1",1,1.348
Sl_203,2015-10-27,07:03:29,1445925758081,2,207794,5,5,7,1,9,4,7,11,6,2,,"9,2",1,1.174
Sl_203,2015-10-27,07:03:41,1445925758081,2,220744,6,6,7,9,1,5,10,16,6,14,,"5,3",0,2.11
Sl_203,2015-10-27,07:03:54,1445925758081,2,234546,7,7,7,13,1,10,6,5,12,4,,"1,2",0,2.966
Sl_203,2015-10-27,07:04:07,1445925758081,2,247129,8,8,7,8,9,3,16,13,14,4,,"9,2",1,1.738
Sl_203,2015-10-27,07:04:20,1445925758081,2,260464,9,9,7,3,4,6,7,9,16,5,,"9,5",1,2.498
Sl_203,2015-10-27,07:04:33,1445925758081,2,273699,10,10,7,11,8,6,9,12,2,1,,"11,1",1,2.398
