id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_286,2016-05-04,04:41:07,,,3,286823,1,1,7,3,12,15,2,10,13,16,,"9,7",1,1.408
SI_286,2016-05-04,04:41:20,,,3,300418,2,2,7,2,10,6,1,9,7,5,,"5,7",1,2.736
SI_286,2016-05-04,04:41:33,,,3,314232,3,3,7,11,4,6,16,10,5,7,,"6,3",1,2.96
SI_286,2016-05-04,04:41:47,,,3,329787,4,4,7,1,12,2,16,13,15,7,,"2,3",0,4.707
SI_286,2016-05-04,04:42:03,,,3,342689,5,5,7,3,11,16,13,15,14,5,,"11,2",1,2.06
SI_286,2016-05-04,04:42:15,,,3,354596,6,6,7,11,14,15,1,12,3,7,,"7,7",1,1.062
SI_286,2016-05-04,04:42:27,,,3,366552,7,7,7,14,10,9,15,5,16,12,,"9,7",1,1.113
SI_286,2016-05-04,04:42:39,,,3,378755,8,8,7,5,14,13,6,9,1,11,,"9,5",1,1.357
SI_286,2016-05-04,04:42:52,,,3,391378,9,9,7,8,16,6,3,14,4,15,,"16,2",1,1.768
SI_286,2016-05-04,04:43:04,,,3,404143,10,10,7,8,10,16,5,13,15,9,,"13,5",1,1.907
