id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_178,2015-10-13,07:05:41,1444712741109,3,282025,1,1,7,5,2,16,6,15,14,3,,"10,3",1,3.13
SI_178,2015-10-13,07:05:55,1444712741109,3,298258,2,2,7,12,4,6,10,11,16,2,,"10,4",1,5.372
SI_178,2015-10-13,07:06:11,1444712741109,3,312005,3,3,7,12,11,14,3,8,9,15,,"12,1",1,2.874
SI_178,2015-10-13,07:06:25,1444712741109,3,327612,4,4,7,6,16,15,8,12,1,7,,"2,5",0,4.745
SI_178,2015-10-13,07:06:40,1444712741109,3,341614,5,5,7,13,1,14,6,11,5,4,,"5,6",0,3.136
SI_178,2015-10-13,07:06:54,1444712741109,3,354007,6,6,7,8,13,10,14,5,6,7,,"2,6",1,1.533
SI_178,2015-10-13,07:07:07,1444712741109,3,367787,7,7,7,3,2,9,4,11,10,6,,"10,7",1,2.92
SI_178,2015-10-13,07:07:20,1444712741109,3,380124,8,8,7,14,5,1,16,13,3,9,,"9,7",1,1.485
SI_178,2015-10-13,07:07:33,1444712741109,3,396378,9,9,7,6,4,15,1,16,2,10,,"1,4",1,5.4
SI_178,2015-10-13,07:07:49,1444712741109,3,412219,10,10,7,12,1,3,4,6,14,11,,"10,2",0,4.988
