id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_577,2016-05-09,19:07:00,,,3,302373,1,1,7,4,14,10,12,2,15,16,,"14,2",1,1.905
SI_577,2016-05-09,19:07:13,,,3,315851,2,2,7,6,8,1,10,4,7,14,,"13,7",0,2.618
SI_577,2016-05-09,19:07:26,,,3,329218,3,3,7,10,3,5,1,14,7,11,,"5,3",1,2.507
SI_577,2016-05-09,19:07:40,,,3,342673,4,4,7,16,7,12,8,14,2,3,,"2,6",1,2.56
SI_577,2016-05-09,19:07:53,,,3,355085,5,5,7,7,15,6,12,13,2,3,,"2,1",1,1.559
SI_577,2016-05-09,19:08:06,,,3,367461,6,6,7,11,5,6,8,2,4,13,,"2,5",0,1.53
SI_577,2016-05-09,19:08:18,,,3,381564,7,7,7,11,8,10,7,4,15,6,,"16,7",1,3.227
SI_577,2016-05-09,19:08:32,,,3,396042,8,8,7,13,10,4,5,1,7,16,,"5,5",1,3.625
SI_577,2016-05-09,19:08:47,,,3,411167,9,9,7,6,10,16,13,4,9,2,,"13,4",1,4.261
SI_577,2016-05-09,19:09:02,,,3,424147,10,10,7,3,1,10,16,12,6,14,,"16,4",1,2.13
