id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_259,2016-03-10,11:42:13,,,4,449619,1,1,7,6,14,5,12,7,8,2,,"5,3",1,2.867
SI_259,2016-03-10,11:42:26,,,4,462614,2,2,7,16,2,3,15,11,12,9,,"6,7",1,2.036
SI_259,2016-03-10,11:42:39,,,4,476886,3,3,7,16,11,10,13,1,7,4,,"13,3",1,3.345
SI_259,2016-03-10,11:42:54,,,4,489166,4,4,7,7,13,15,16,10,4,11,,"11,7",1,1.211
SI_259,2016-03-10,11:43:06,,,4,501853,5,5,7,1,5,2,15,4,6,11,,"9,6",1,1.664
SI_259,2016-03-10,11:43:19,,,4,515395,6,6,7,13,8,4,6,16,15,10,,"4,4",1,2.482
SI_259,2016-03-10,11:43:32,,,4,527880,7,7,7,13,5,9,12,3,8,10,,"13,1",1,1.486
SI_259,2016-03-10,11:43:45,,,4,540488,8,8,7,10,3,7,12,4,5,15,,"10,1",1,1.558
SI_259,2016-03-10,11:43:57,,,4,553964,9,9,7,2,11,15,5,8,12,1,,"5,2",0,2.505
SI_259,2016-03-10,11:44:11,,,4,567916,10,10,7,3,16,7,10,4,6,12,,"8,6",1,2.814
