id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_292,2016-05-25,10:32:34,,,1,18436,1,1,7,8,6,10,4,2,12,15,,"4,4",1,1.709
SI_292,2016-05-25,10:32:47,,,1,31534,2,2,7,3,9,11,15,4,8,14,,"6,2",1,2.134
SI_292,2016-05-25,10:33:00,,,1,44254,3,3,7,13,14,9,8,4,16,12,,"16,6",1,1.773
SI_292,2016-05-25,10:33:13,,,1,56579,4,4,7,15,2,14,5,9,11,7,,"7,7",1,1.381
SI_292,2016-05-25,10:33:25,,,1,68734,5,5,7,5,11,13,9,12,6,16,,"6,6",1,1.209
SI_292,2016-05-25,10:33:37,,,1,81147,6,6,7,9,2,3,4,12,6,7,,"12,5",1,1.459
SI_292,2016-05-25,10:33:50,,,1,93388,7,7,7,4,3,5,13,15,9,8,,"3,2",1,1.271
SI_292,2016-05-25,10:34:02,,,1,111153,8,8,7,2,13,10,11,1,5,9,,"9,7",0,6.829
SI_292,2016-05-25,10:34:20,,,1,124210,9,9,7,4,11,6,15,5,9,13,,"5,5",1,2.11
SI_292,2016-05-25,10:34:33,,,1,137243,10,10,7,14,9,10,1,2,16,11,,"2,5",1,2.079
