id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_260,2016-04-06,12:06:58,,,2,162650,1,1,7,3,9,15,4,8,10,13,,"12,1",1,1.307
SI_260,2016-04-06,12:07:10,,,2,176137,2,2,7,9,16,1,14,8,4,2,,"1,2",1,2.48
SI_260,2016-04-06,12:07:24,,,2,189415,3,3,7,3,5,6,8,16,15,1,,"6,6",1,2.294
SI_260,2016-04-06,12:07:37,,,2,203297,4,4,7,7,8,4,15,9,3,10,,"4,3",0,2.896
SI_260,2016-04-06,12:07:51,,,2,218323,5,5,7,16,3,2,7,15,8,11,,"8,1",1,4.047
SI_260,2016-04-06,12:08:06,,,2,232531,6,6,7,6,14,3,13,10,8,9,,"3,4",0,3.168
SI_260,2016-04-06,12:08:20,,,2,244905,7,7,7,5,7,6,13,12,1,8,,"8,7",1,1.382
SI_260,2016-04-06,12:08:33,,,2,257365,8,8,7,3,5,13,6,1,8,11,,"11,5",1,1.434
SI_260,2016-04-06,12:08:45,,,2,273178,9,9,7,9,15,4,7,11,3,2,,"9,5",1,4.778
SI_260,2016-04-06,12:09:01,,,2,292496,10,10,7,5,11,7,14,10,3,15,,"11,3",1,8.23
