id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_274,2016-04-30,05:39:59,,,5,542108,1,1,7,2,11,5,15,14,1,13,,"3,2",1,1.215
SI_274,2016-04-30,05:40:11,,,5,556491,2,2,7,2,14,6,5,16,10,12,,"5,2",1,3.481
SI_274,2016-04-30,05:40:25,,,5,573576,3,3,7,3,14,4,13,5,11,15,,"5,5",0,6.182
SI_274,2016-04-30,05:40:42,,,5,585999,4,4,7,8,15,9,3,13,14,1,,"11,7",1,1.533
SI_274,2016-04-30,05:40:55,,,5,599899,5,5,7,15,6,9,3,14,5,2,,"3,6",1,3.011
SI_274,2016-04-30,05:41:09,,,5,612047,6,6,7,15,5,2,12,16,7,4,,"5,3",0,1.249
SI_274,2016-04-30,05:41:21,,,5,624222,7,7,7,9,11,2,15,14,12,5,,"5,7",1,1.275
SI_274,2016-04-30,05:41:33,,,5,636287,8,8,7,12,14,16,15,8,7,5,,"5,7",1,1.156
SI_274,2016-04-30,05:41:45,,,5,648880,9,9,7,5,4,8,2,10,12,13,,"11,5",0,1.698
SI_274,2016-04-30,05:41:58,,,5,661004,10,10,7,4,14,16,1,10,5,7,,"4,1",1,1.22
