id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_243,2016-04-29,05:03:49,,,1,18431,1,1,7,3,13,10,4,2,14,16,,"4,4",1,1.885
SI_243,2016-04-29,05:04:02,,,1,30729,2,2,7,7,8,5,15,14,13,4,,"7,1",1,1.453
SI_243,2016-04-29,05:04:14,,,1,43792,3,3,7,1,8,9,15,7,16,14,,"6,2",1,2.209
SI_243,2016-04-29,05:04:27,,,1,57188,4,4,7,15,14,5,4,8,10,3,,"9,6",1,2.548
SI_243,2016-04-29,05:04:41,,,1,71705,5,5,7,1,10,4,7,14,9,12,,"7,3",0,3.643
SI_243,2016-04-29,05:04:55,,,1,84453,6,6,7,15,8,2,5,11,10,12,,"12,7",1,1.903
SI_243,2016-04-29,05:05:08,,,1,98041,7,7,7,6,1,7,8,2,15,5,,"7,3",1,2.726
SI_243,2016-04-29,05:05:22,,,1,111258,8,8,7,13,12,3,5,7,6,16,,"6,6",1,2.126
SI_243,2016-04-29,05:05:35,,,1,124045,9,9,7,8,2,5,16,6,11,9,,"11,6",1,1.941
SI_243,2016-04-29,05:05:48,,,1,136661,10,10,7,7,5,10,4,1,8,9,,"4,4",1,1.748
