id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_264,2016-03-30,10:33:29,,,3,295714,1,1,7,9,10,6,5,12,15,16,,"9,1",1,1.264
SI_264,2016-03-30,10:33:41,,,3,307854,2,2,7,16,12,9,3,10,14,15,,"12,3",1,1.283
SI_264,2016-03-30,10:33:53,,,3,319991,3,3,7,8,10,7,16,4,9,6,,"8,1",1,1.247
SI_264,2016-03-30,10:34:05,,,3,332303,4,4,7,3,6,13,2,12,10,4,,"6,2",1,1.464
SI_264,2016-03-30,10:34:17,,,3,346265,5,5,7,1,8,7,5,13,4,9,,"5,4",0,3.116
SI_264,2016-03-30,10:34:31,,,3,359219,6,6,7,8,10,9,1,15,13,16,,"9,3",1,2.107
SI_264,2016-03-30,10:34:44,,,3,371443,7,7,7,16,10,6,11,15,5,4,,"4,7",1,1.382
SI_264,2016-03-30,10:34:56,,,3,384024,8,8,7,7,10,8,9,16,14,1,,"6,5",1,1.738
SI_264,2016-03-30,10:35:09,,,3,397052,9,9,7,11,16,12,15,2,7,5,,"2,5",1,2.181
SI_264,2016-03-30,10:35:22,,,3,409726,10,10,7,3,7,11,6,5,4,9,,"4,6",1,1.824
