id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_260,2016-04-06,15:01:21,,,3,323101,1,1,7,13,4,8,7,2,12,16,,"2,7",1,1.435
SI_260,2016-04-06,15:01:33,,,3,335268,2,2,7,2,12,14,16,8,1,11,,"10,2",1,1.244
SI_260,2016-04-06,15:01:46,,,3,347505,3,3,7,8,1,14,4,16,2,9,,"2,6",1,1.204
SI_260,2016-04-06,15:01:58,,,3,359532,4,4,7,12,2,4,16,9,11,14,,"1,7",1,1.07
SI_260,2016-04-06,15:02:10,,,3,371974,5,5,7,8,10,9,5,11,7,1,,"1,7",1,1.453
SI_260,2016-04-06,15:02:22,,,3,384373,6,6,7,13,9,5,6,10,4,7,,"10,5",1,1.392
SI_260,2016-04-06,15:02:35,,,3,396371,7,7,7,15,16,3,7,11,5,10,,"5,4",1,1.02
SI_260,2016-04-06,15:02:47,,,3,409638,8,8,7,1,12,7,16,2,9,13,,"12,2",0,2.264
SI_260,2016-04-06,15:03:00,,,3,423262,9,9,7,16,9,13,2,6,12,3,,"6,5",1,2.644
SI_260,2016-04-06,15:03:14,,,3,441876,10,10,7,9,12,5,16,6,15,11,,"15,6",1,7.606
