id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_297,2016-04-25,10:30:28,,,1,23143,1,1,7,14,1,8,10,16,3,9,,"16,6",1,6.502
SI_297,2016-04-25,10:30:45,,,1,35530,2,2,7,6,7,16,14,11,4,8,,"6,1",1,1.521
SI_297,2016-04-25,10:30:58,,,1,57507,3,3,7,7,12,5,3,2,8,1,,"3,4",0,11.101
SI_297,2016-04-25,10:31:20,,,1,70057,4,4,7,16,13,3,4,9,6,7,,"6,6",1,1.665
SI_297,2016-04-25,10:31:32,,,1,82588,5,5,7,5,16,12,4,7,2,3,,"1,3",1,1.674
SI_297,2016-04-25,10:31:45,,,1,94911,6,6,7,9,12,4,5,1,13,2,,"15,5",1,1.447
SI_297,2016-04-25,10:31:57,,,1,109380,7,7,7,8,1,7,12,13,11,3,,"4,3",1,3.609
SI_297,2016-04-25,10:32:12,,,1,121407,8,8,7,16,12,5,2,10,8,3,,"14,5",1,1.161
SI_297,2016-04-25,10:32:24,,,1,134062,9,9,7,11,1,7,3,5,16,8,,"12,7",1,1.797
SI_297,2016-04-25,10:32:36,,,1,147869,10,10,7,4,12,9,7,1,11,13,,"7,4",1,2.956
