id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_280,2016-05-09,07:31:32,,,5,614055,1,1,7,9,16,2,13,11,7,4,,"9,6",1,2.95
SI_280,2016-05-09,07:31:46,,,5,627666,2,2,7,4,7,16,9,11,14,3,,"8,6",1,2.589
SI_280,2016-05-09,07:32:00,,,5,640493,3,3,7,14,12,16,13,7,4,1,,"6,1",1,1.835
SI_280,2016-05-09,07:32:13,,,5,654484,4,4,7,15,5,3,1,16,4,10,,"4,6",0,2.956
SI_280,2016-05-09,07:32:27,,,5,667603,5,5,7,13,12,5,15,16,1,7,,"9,7",1,2.105
SI_280,2016-05-09,07:32:40,,,5,680241,6,6,7,13,11,14,16,10,8,12,,"3,4",1,1.612
SI_280,2016-05-09,07:32:53,,,5,693088,7,7,7,3,7,5,15,16,9,4,,"3,1",1,1.829
SI_280,2016-05-09,07:33:05,,,5,706617,8,8,7,2,8,5,12,15,16,10,,"5,3",1,2.477
SI_280,2016-05-09,07:33:19,,,5,720689,9,9,7,11,3,7,12,6,13,14,,"6,7",0,3.047
SI_280,2016-05-09,07:33:33,,,5,733659,10,10,7,10,9,4,16,2,8,1,,"15,3",0,1.991
