id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_433,2016-03-03,11:42:43,,,4,432908,1,1,7,13,4,8,1,16,15,9,,"9,6",1,3.144
SI_433,2016-03-03,11:42:57,,,4,446280,2,2,7,9,12,5,7,4,6,2,,"6,6",0,2.536
SI_433,2016-03-03,11:43:10,,,4,458799,3,3,7,13,2,8,16,11,4,9,,"11,5",1,1.674
SI_433,2016-03-03,11:43:23,,,4,471229,4,4,7,7,6,11,14,1,15,12,,"2,6",1,1.593
SI_433,2016-03-03,11:43:35,,,4,484528,5,5,7,11,12,3,4,7,8,5,,"4,4",1,2.462
SI_433,2016-03-03,11:43:48,,,4,498766,6,6,7,3,16,7,15,14,11,1,,"3,1",1,3.396
SI_433,2016-03-03,11:44:03,,,4,511194,7,7,7,10,6,13,3,9,14,4,,"1,2",1,1.593
SI_433,2016-03-03,11:44:15,,,4,526228,8,8,7,13,15,5,10,6,12,9,,"6,5",0,4.192
SI_433,2016-03-03,11:44:30,,,4,539762,9,9,7,5,13,12,7,4,8,15,,"6,5",1,2.702
SI_433,2016-03-03,11:44:44,,,4,554579,10,10,7,9,10,2,3,11,6,13,,"13,7",0,3.982
