id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_270,2016-03-15,06:02:13,,,1,22266,1,1,7,1,16,10,6,5,13,12,,"13,5",1,5.644
SI_270,2016-03-15,06:02:30,,,1,34725,2,2,7,8,13,2,16,5,10,7,,"13,6",1,1.598
SI_270,2016-03-15,06:02:42,,,1,48184,3,3,7,7,11,6,1,2,8,9,,"5,4",1,2.588
SI_270,2016-03-15,06:02:56,,,1,60620,4,4,7,4,1,10,5,15,6,13,,"10,3",0,1.6
SI_270,2016-03-15,06:03:08,,,1,73158,5,5,7,5,9,7,10,16,2,15,,"5,1",1,1.695
SI_270,2016-03-15,06:03:21,,,1,85847,6,6,7,12,13,5,6,9,10,8,,"13,2",1,1.832
SI_270,2016-03-15,06:03:34,,,1,98476,7,7,7,11,4,16,14,13,6,15,,"10,2",1,1.768
SI_270,2016-03-15,06:03:46,,,1,111393,8,8,7,4,6,11,15,9,7,2,,"4,1",0,2.071
SI_270,2016-03-15,06:03:59,,,1,124346,9,9,7,11,9,10,16,4,14,3,,"4,5",1,2.112
SI_270,2016-03-15,06:04:12,,,1,138497,10,10,7,9,8,3,1,5,7,2,,"15,3",1,3.304
