id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_289,2016-04-11,14:48:18,,,2,156986,1,1,7,1,3,15,2,8,10,6,,"1,7",1,1.805
SI_289,2016-04-11,14:48:31,,,2,169547,2,2,7,1,16,9,6,3,7,8,,"8,7",1,1.668
SI_289,2016-04-11,14:48:44,,,2,182638,3,3,7,8,5,3,14,6,4,11,,"13,4",1,2.164
SI_289,2016-04-11,14:48:57,,,2,195925,4,4,7,11,3,12,5,14,10,4,,"12,3",0,2.354
SI_289,2016-04-11,14:49:10,,,2,210753,5,5,7,8,15,14,6,3,4,7,,"6,4",1,3.945
SI_289,2016-04-11,14:49:25,,,2,224719,6,6,7,15,4,11,2,1,5,12,,"9,5",1,3.076
SI_289,2016-04-11,14:49:39,,,2,238805,7,7,7,8,5,16,7,4,15,1,,"4,5",0,3.214
SI_289,2016-04-11,14:49:53,,,2,251769,8,8,7,16,2,9,1,8,11,3,,"5,2",0,2.083
SI_289,2016-04-11,14:50:06,,,2,265043,9,9,7,2,5,11,3,1,14,7,,"11,5",0,2.376
SI_289,2016-04-11,14:50:19,,,2,278913,10,10,7,7,6,15,9,2,1,14,,"11,2",0,2.984
