id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_216,2015-11-12,08:58:45,1447315125150,5,561051,1,1,7,5,13,6,11,4,2,7,,"13,2",1,1.56
Sl_216,2015-11-12,08:58:57,1447315125150,5,574448,2,2,7,14,10,1,15,9,13,5,,"9,5",1,2.541
Sl_216,2015-11-12,08:59:10,1447315125150,5,588499,3,3,7,3,16,1,4,5,2,9,,"9,7",1,3.201
Sl_216,2015-11-12,08:59:25,1447315125150,5,601682,4,4,7,7,11,6,9,1,13,12,,"6,3",1,2.339
Sl_216,2015-11-12,08:59:38,1447315125150,5,614904,5,5,7,9,10,2,1,4,3,11,,"1,4",1,2.377
Sl_216,2015-11-12,08:59:51,1447315125150,5,627655,6,6,7,7,6,11,1,5,13,14,,"7,1",1,1.898
Sl_216,2015-11-12,09:00:04,1447315125150,5,639713,7,7,7,5,7,3,4,16,6,15,,"5,1",1,1.21
Sl_216,2015-11-12,09:00:16,1447315125150,5,651721,8,8,7,8,13,14,6,15,7,11,,"6,4",1,1.165
Sl_216,2015-11-12,09:00:28,1447315125150,5,664121,9,9,7,4,13,9,11,12,2,7,,"13,2",1,1.554
Sl_216,2015-11-12,09:00:40,1447315125150,5,676846,10,10,7,8,16,2,9,11,7,1,,"4,7",1,1.868
