id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_164_res,2015-06-09,17:08:12,1433862492034,5,551004,1,1,7,10,3,6,7,14,2,16,,"2,6",1,2.496
Sl_164_res,2015-06-09,17:08:25,1433862492034,5,563937,2,2,7,13,12,14,15,16,6,7,,"5,6",1,2.11
Sl_164_res,2015-06-09,17:08:38,1433862492034,5,576633,3,3,7,5,8,6,16,9,14,2,,"13,2",1,1.875
Sl_164_res,2015-06-09,17:08:50,1433862492034,5,591160,4,4,7,3,9,14,16,11,5,2,,"5,6",1,3.708
Sl_164_res,2015-06-09,17:09:05,1433862492034,5,610624,5,5,7,16,4,8,10,12,1,13,,"13,7",1,8.646
Sl_164_res,2015-06-09,17:09:24,1433862492034,5,623255,6,6,7,1,9,5,14,13,11,12,,"12,7",1,1.807
Sl_164_res,2015-06-09,17:09:37,1433862492034,5,636520,7,7,7,14,11,1,13,15,4,7,,"13,7",1,2.443
Sl_164_res,2015-06-09,17:09:50,1433862492034,5,649439,8,8,7,6,4,1,12,9,8,16,,"10,3",1,2.099
Sl_164_res,2015-06-09,17:10:03,1433862492034,5,662606,9,9,7,3,9,1,2,10,11,6,,"3,1",1,2.348
Sl_164_res,2015-06-09,17:10:16,1433862492034,5,675965,10,10,7,9,16,15,13,2,12,10,,"9,2",1,2.508
