id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_268,2016-03-14,11:38:06,,,2,164280,1,1,7,2,9,10,8,13,15,5,,"13,5",1,4.94
SI_268,2016-03-14,11:38:22,,,2,176777,2,2,7,2,8,15,10,5,16,1,,"5,5",1,1.652
SI_268,2016-03-14,11:38:34,,,2,189046,3,3,7,6,10,8,11,15,1,7,,"6,6",1,1.418
SI_268,2016-03-14,11:38:46,,,2,202380,4,4,7,5,15,2,12,7,16,1,,"12,4",0,2.487
SI_268,2016-03-14,11:39:00,,,2,214329,5,5,7,3,4,5,13,11,10,14,,"10,6",1,1.095
SI_268,2016-03-14,11:39:12,,,2,226951,6,6,7,8,14,7,11,15,16,4,,"15,5",1,1.774
SI_268,2016-03-14,11:39:24,,,2,239510,7,7,7,4,11,3,13,14,10,8,,"12,2",1,1.692
SI_268,2016-03-14,11:39:37,,,2,252661,8,8,7,1,3,8,6,4,14,5,,"12,4",1,2.295
SI_268,2016-03-14,11:39:50,,,2,264699,9,9,7,1,10,13,7,9,3,16,,"1,1",1,1.185
SI_268,2016-03-14,11:40:02,,,2,276715,10,10,7,5,12,8,4,3,7,6,,"5,5",1,1.165
