id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
Sl_203,2015-10-26,23:17:58,1445897878530,4,431953,1,1,7,6,16,5,12,8,11,13,,"3,3",1,1.703
Sl_203,2015-10-26,23:18:11,1445897878530,4,446202,2,2,7,16,15,3,9,4,10,7,,"4,2",1,3.411
Sl_203,2015-10-26,23:18:25,1445897878530,4,458408,3,3,7,2,11,10,7,14,15,3,,"2,1",1,1.369
Sl_203,2015-10-26,23:18:37,1445897878530,4,470921,4,4,7,12,8,11,13,2,9,4,,"10,7",1,1.674
Sl_203,2015-10-26,23:18:50,1445897878530,4,483889,5,5,7,15,14,2,4,13,7,12,,"7,6",1,2.131
Sl_203,2015-10-26,23:19:03,1445897878530,4,498756,6,6,7,4,5,12,9,6,7,2,,"12,3",1,4.027
Sl_203,2015-10-26,23:19:17,1445897878530,4,511241,7,7,7,9,1,3,2,13,10,12,,"1,6",1,1.649
Sl_203,2015-10-26,23:19:30,1445897878530,4,523292,8,8,7,4,8,3,1,12,13,10,,"4,1",1,1.214
Sl_203,2015-10-26,23:19:42,1445897878530,4,536380,9,9,7,1,10,16,12,9,3,11,,"9,5",1,2.251
Sl_203,2015-10-26,23:19:55,1445897878530,4,548381,10,10,7,16,10,9,6,1,8,11,,"10,2",1,1.164
