id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_249,2016-03-03,11:43:52,,,4,443530,1,1,7,7,6,2,12,8,9,4,,"12,4",1,4.742
SI_249,2016-03-03,11:44:08,,,4,455777,2,2,7,8,5,2,7,3,12,14,,"7,4",1,1.217
SI_249,2016-03-03,11:44:20,,,4,468257,3,3,7,14,3,11,5,9,4,13,,"9,2",1,1.49
SI_249,2016-03-03,11:44:33,,,4,481375,4,4,7,14,6,5,8,7,9,16,,"16,5",1,2.044
SI_249,2016-03-03,11:44:46,,,4,494213,5,5,7,8,4,10,14,11,5,12,,"4,5",1,1.755
SI_249,2016-03-03,11:44:59,,,4,506512,6,6,7,2,8,11,15,13,5,4,,"11,3",0,1.28
SI_249,2016-03-03,11:45:11,,,4,519261,7,7,7,6,8,10,9,2,4,15,,"4,5",1,1.748
SI_249,2016-03-03,11:45:24,,,4,531971,8,8,7,3,6,10,1,12,5,11,,"1,4",1,1.563
SI_249,2016-03-03,11:45:36,,,4,544221,9,9,7,12,5,1,11,8,15,6,,"15,6",1,1.158
SI_249,2016-03-03,11:45:49,,,4,557440,10,10,7,16,3,10,6,7,12,1,,"7,2",1,2.045
