id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_266,2016-03-09,11:33:56,,,5,562367,1,1,7,6,9,16,2,1,14,3,,"1,5",0,2.429
SI_266,2016-03-09,11:34:09,,,5,574968,2,2,7,6,3,10,12,8,5,2,,"5,6",1,1.611
SI_266,2016-03-09,11:34:22,,,5,587340,3,3,7,3,5,11,14,16,2,7,,"5,2",0,1.391
SI_266,2016-03-09,11:34:34,,,5,601666,4,4,7,11,9,1,16,15,3,6,,"16,4",1,3.364
SI_266,2016-03-09,11:34:49,,,5,613922,5,5,7,3,8,16,9,13,5,15,,"15,7",0,1.311
SI_266,2016-03-09,11:35:01,,,5,626541,6,6,7,9,6,13,10,11,3,5,,"5,7",1,1.647
SI_266,2016-03-09,11:35:13,,,5,638936,7,7,7,15,9,2,14,6,5,3,,"2,3",0,1.402
SI_266,2016-03-09,11:35:26,,,5,651380,8,8,7,1,11,8,14,3,4,10,,"4,6",1,1.46
SI_266,2016-03-09,11:35:38,,,5,663747,9,9,7,12,14,4,16,11,7,8,,"1,1",1,1.412
SI_266,2016-03-09,11:35:51,,,5,676071,10,10,7,9,16,14,11,2,6,13,,"10,5",1,1.34
