id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_186,2015-10-07,12:23:59,1444213439056,1,18454,1,1,7,12,7,14,11,5,8,15,,"11,4",0,1.946
SI_186,2015-10-07,12:24:11,1444213439056,1,31126,2,2,7,8,14,9,7,16,3,6,,"14,2",1,1.83
SI_186,2015-10-07,12:24:24,1444213439056,1,43617,3,3,7,3,9,5,11,13,1,16,,"4,3",1,1.648
SI_186,2015-10-07,12:24:37,1444213439056,1,56236,4,4,7,8,10,3,4,7,5,16,,"15,7",1,1.781
SI_186,2015-10-07,12:24:49,1444213439056,1,69377,5,5,7,12,7,4,5,9,16,15,,"16,6",1,2.306
SI_186,2015-10-07,12:25:02,1444213439056,1,81532,6,6,7,6,10,4,8,12,1,3,,"6,1",1,1.317
SI_186,2015-10-07,12:25:14,1444213439056,1,95139,7,7,7,5,7,13,8,15,10,2,,"15,4",1,2.768
SI_186,2015-10-07,12:25:28,1444213439056,1,107487,8,8,7,9,11,5,14,13,7,15,,"15,7",1,1.512
SI_186,2015-10-07,12:25:40,1444213439056,1,119506,9,9,7,8,2,16,9,6,10,13,,"6,5",1,1.184
SI_186,2015-10-07,12:25:52,1444213439056,1,131891,10,10,7,11,13,4,10,15,3,7,,"6,2",1,1.548
