id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_179,2015-10-18,21:48:01,1445197681345,1,18288,1,1,7,6,9,10,2,13,14,5,,"1,3",1,1.789
SI_179,2015-10-18,21:48:13,1445197681345,1,31468,2,2,7,1,9,7,2,12,10,6,,"6,7",0,2.334
SI_179,2015-10-18,21:48:27,1445197681345,1,43911,3,3,7,3,5,12,10,6,4,16,,"10,4",0,1.582
SI_179,2015-10-18,21:48:39,1445197681345,1,57989,4,4,7,11,1,2,4,9,12,6,,"12,3",1,3.23
SI_179,2015-10-18,21:48:53,1445197681345,1,74031,5,5,7,2,15,8,11,6,3,13,,"3,6",1,5.187
SI_179,2015-10-18,21:49:09,1445197681345,1,90282,6,6,7,8,12,4,10,5,15,6,,"15,6",1,5.392
SI_179,2015-10-18,21:49:25,1445197681345,1,103186,7,7,7,13,3,9,11,2,5,7,,"1,7",1,2.052
SI_179,2015-10-18,21:49:38,1445197681345,1,115627,8,8,7,4,15,7,2,8,1,14,,"2,4",1,1.585
SI_179,2015-10-18,21:49:51,1445197681345,1,130469,9,9,7,4,3,8,12,1,11,13,,"8,3",1,3.99
SI_179,2015-10-18,21:50:06,1445197681345,1,147010,10,10,7,9,6,4,11,16,13,15,,"14,7",1,5.695
