id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_263,2016-03-30,05:35:23,,,2,171682,1,1,7,12,9,1,8,6,2,15,,"2,6",1,1.379
SI_263,2016-03-30,05:35:35,,,2,184712,2,2,7,13,3,16,12,10,15,1,,"16,3",1,2.188
SI_263,2016-03-30,05:35:48,,,2,196996,3,3,7,15,5,16,2,14,13,7,,"3,7",1,1.444
SI_263,2016-03-30,05:36:00,,,2,209014,4,4,7,12,16,6,1,5,7,10,,"10,7",1,1.18
SI_263,2016-03-30,05:36:12,,,2,223665,5,5,7,6,1,5,16,4,8,10,,"6,1",1,3.812
SI_263,2016-03-30,05:36:27,,,2,237849,6,6,7,10,8,2,5,6,4,9,,"10,1",0,3.348
SI_263,2016-03-30,05:36:41,,,2,250084,7,7,7,12,2,8,1,10,14,16,,"1,7",1,1.399
SI_263,2016-03-30,05:36:53,,,2,263101,8,8,7,10,7,16,13,15,3,12,,"10,1",0,2.178
SI_263,2016-03-30,05:37:06,,,2,275669,9,9,7,15,5,16,4,7,3,13,,"10,3",0,1.728
SI_263,2016-03-30,05:37:19,,,2,289837,10,10,7,7,2,3,11,10,16,13,,"9,5",0,3.332
