id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,word_pool,word,endcoding,recall_session,remember,confidence,correct
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,1,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,2,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,3,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,4,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,5,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,6,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,7,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,8,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,9,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,10,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,11,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,12,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,13,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,14,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,15,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,16,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,17,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,18,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,19,1,1,0,,0
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,20,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,21,0,1,0,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,22,1,1,1,,1
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,23,1,1,0,,0
SI_270,2016-03-15,11:26:40,,,3,315429,1,3,24,1,1,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,1,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,2,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,3,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,4,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,5,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,6,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,7,1,2,0,,0
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,8,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,9,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,10,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,11,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,12,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,13,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,14,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,15,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,16,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,17,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,18,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,19,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,20,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,21,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,22,0,2,0,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,23,1,2,1,,1
SI_270,2016-03-15,11:27:41,,,3,375498,2,3,24,0,2,0,,1
