id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,word_pool,word,endcoding,recall_session,remember,confidence,correct
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,1,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,2,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,3,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,4,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,5,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,6,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,7,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,8,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,9,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,10,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,11,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,12,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,13,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,14,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,15,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,16,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,17,1,1,0,,0
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,18,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,19,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,20,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,21,1,1,1,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,22,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,23,0,1,0,,1
SI_573,2016-04-29,20:29:03,,,1,65275,1,10,24,0,1,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,1,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,2,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,3,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,4,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,5,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,6,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,7,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,8,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,9,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,10,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,11,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,12,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,13,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,14,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,15,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,16,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,17,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,18,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,19,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,20,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,21,1,2,1,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,22,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,23,0,2,0,,1
SI_573,2016-04-29,20:30:04,,,1,127058,2,10,24,0,2,0,,1
