id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_106_3,2015-02-27,12:39:56,1425037196469,3,297554,1,p,1,378,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:01,1425037196469,3,302880,2,p,1,374,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:07,1425037196469,3,306629,3,p,1,381,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:10,1425037196469,3,313313,4,p,1,336,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:17,1425037196469,3,319080,5,p,1,324,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:23,1425037196469,3,321763,6,p,1,488,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:26,1425037196469,3,329030,7,p,1,354,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:33,1425037196469,3,336065,8,p,1,350,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:40,1425037196469,3,340896,9,p,1,397,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:45,1425037196469,3,343830,10,p,1,402,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:48,1425037196469,3,347464,11,p,1,349,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:51,1425037196469,3,350113,12,p,1,360,,374.416666667,367,42.7603434235
SI_106_3,2015-02-27,12:40:54,1425037196469,3,352225,13,p,0,,,374.416666667,367,42.7603434235
