id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
Sl_216,2015-11-12,16:23:29,1447341809024,5,526390,1,p,1,436,1,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:34,1447341809024,5,529587,2,p,1,571,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:37,1447341809024,5,532538,3,p,1,394,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:40,1447341809024,5,535176,4,p,1,371,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:43,1447341809024,5,539455,5,p,1,34,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:47,1447341809024,5,542239,6,p,1,533,1,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:50,1447341809024,5,545710,7,p,1,465,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:53,1447341809024,5,550625,8,p,1,443,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:23:58,1447341809024,5,554972,9,p,1,458,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:02,1447341809024,5,559307,10,p,1,501,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:07,1447341809024,5,563354,11,p,1,400,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:11,1447341809024,5,568604,12,p,1,527,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:16,1447341809024,5,574088,13,p,1,670,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:22,1447341809024,5,577726,14,p,1,459,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:25,1447341809024,5,583705,15,p,1,1296,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:31,1447341809024,5,587406,16,p,1,563,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:35,1447341809024,5,590592,17,p,1,527,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:38,1447341809024,5,593191,18,p,1,520,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:41,1447341809024,5,595939,19,p,1,395,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:43,1447341809024,5,599587,20,p,1,449,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:47,1447341809024,5,603037,21,p,1,451,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:51,1447341809024,5,606425,22,p,1,499,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:54,1447341809024,5,609439,23,p,1,459,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:24:57,1447341809024,5,614840,24,p,1,490,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:02,1447341809024,5,617575,25,p,1,492,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:05,1447341809024,5,620576,26,p,1,820,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:08,1447341809024,5,623777,27,p,1,431,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:11,1447341809024,5,626338,28,p,1,499,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:14,1447341809024,5,631389,29,p,1,541,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:19,1447341809024,5,635076,30,p,1,503,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:23,1447341809024,5,639538,31,p,1,448,,504.677419355,490,188.880277265
Sl_216,2015-11-12,16:25:27,1447341809024,5,641126,32,p,0,,,504.677419355,490,188.880277265
