id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_288,2016-05-21,14:59:42,,,1,8924,1,p,1,609,,661.814814815,662,68.0627747784
SI_288,2016-05-21,14:59:45,,,1,12380,2,p,1,534,,661.814814815,662,68.0627747784
SI_288,2016-05-21,14:59:49,,,1,16593,3,p,1,538,,661.814814815,662,68.0627747784
SI_288,2016-05-21,14:59:53,,,1,21990,4,p,1,606,1,661.814814815,662,68.0627747784
SI_288,2016-05-21,14:59:59,,,1,27110,5,p,1,602,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:04,,,1,30482,6,p,1,684,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:07,,,1,35413,7,p,1,705,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:12,,,1,40543,8,p,1,630,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:17,,,1,45455,9,p,1,637,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:22,,,1,48706,10,p,1,690,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:25,,,1,53940,11,p,1,662,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:30,,,1,57696,12,p,1,613,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:34,,,1,62704,13,p,1,664,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:39,,,1,65630,14,p,1,864,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:42,,,1,68876,15,p,1,697,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:45,,,1,73460,16,p,1,641,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:50,,,1,79023,17,p,1,692,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:00:56,,,1,83241,18,p,1,679,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:00,,,1,88305,19,p,1,666,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:05,,,1,93927,20,p,1,698,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:10,,,1,96780,21,p,1,807,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:13,,,1,102281,22,p,1,667,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:19,,,1,105124,23,p,1,721,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:22,,,1,109568,24,p,1,655,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:26,,,1,114869,25,p,1,626,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:31,,,1,118999,26,p,1,652,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:36,,,1,122538,27,p,1,630,,661.814814815,662,68.0627747784
SI_288,2016-05-21,15:01:39,,,1,125660,28,p,0,,,661.814814815,662,68.0627747784
