id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
Sl_287,2016-05-21,06:29:31,,,4,402068,1,p,1,459,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:29:36,,,4,404824,2,p,1,548,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:29:39,,,4,408277,3,p,1,450,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:29:42,,,4,411909,4,p,1,493,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:29:46,,,4,414514,5,p,1,547,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:29:48,,,4,417355,6,p,1,498,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:29:51,,,4,421245,7,p,1,483,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:29:55,,,4,426488,8,p,1,526,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:00,,,4,430031,9,p,1,543,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:04,,,4,434678,10,p,1,446,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:08,,,4,437595,11,p,1,564,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:11,,,4,441218,12,p,1,466,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:15,,,4,446110,13,p,1,481,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:20,,,4,450371,14,p,1,491,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:24,,,4,453327,15,p,1,513,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:27,,,4,458437,16,p,1,449,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:32,,,4,463748,17,p,1,469,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:38,,,4,466867,18,p,1,461,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:41,,,4,469763,19,p,1,516,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:44,,,4,474362,20,p,1,471,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:48,,,4,477448,21,p,1,475,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:51,,,4,482643,22,p,1,465,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:30:56,,,4,487069,23,p,1,457,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:01,,,4,489791,24,p,1,609,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:04,,,4,492775,25,p,1,539,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:07,,,4,498210,26,p,1,473,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:12,,,4,503208,27,p,1,460,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:17,,,4,507778,28,p,1,450,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:22,,,4,512189,29,p,1,428,,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:26,,,4,515697,30,p,1,447,1,489.233333333,474,42.7363072109
Sl_287,2016-05-21,06:31:29,,,4,517734,31,p,0,,,489.233333333,474,42.7363072109
