id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
131,2015-04-08,07:09:20,1428469760186,3,288593,1,p,1,703,,587.862068966,537,145.964703203
131,2015-04-08,07:09:25,1428469760186,3,291605,2,p,1,537,,587.862068966,537,145.964703203
131,2015-04-08,07:09:28,1428469760186,3,294586,3,p,1,524,,587.862068966,537,145.964703203
131,2015-04-08,07:09:31,1428469760186,3,299885,4,p,1,569,,587.862068966,537,145.964703203
131,2015-04-08,07:09:36,1428469760186,3,304092,5,p,1,640,,587.862068966,537,145.964703203
131,2015-04-08,07:09:40,1428469760186,3,308148,6,p,1,491,,587.862068966,537,145.964703203
131,2015-04-08,07:09:44,1428469760186,3,310986,7,p,1,468,,587.862068966,537,145.964703203
131,2015-04-08,07:09:47,1428469760186,3,314501,8,p,1,472,,587.862068966,537,145.964703203
131,2015-04-08,07:09:51,1428469760186,3,317815,9,p,1,498,,587.862068966,537,145.964703203
131,2015-04-08,07:09:54,1428469760186,3,323138,10,p,1,537,,587.862068966,537,145.964703203
131,2015-04-08,07:09:59,1428469760186,3,326821,11,p,1,492,,587.862068966,537,145.964703203
131,2015-04-08,07:10:03,1428469760186,3,330316,12,p,1,536,,587.862068966,537,145.964703203
131,2015-04-08,07:10:06,1428469760186,3,335509,13,p,1,454,1,587.862068966,537,145.964703203
131,2015-04-08,07:10:12,1428469760186,3,339874,14,p,1,511,,587.862068966,537,145.964703203
131,2015-04-08,07:10:16,1428469760186,3,344812,15,p,1,559,,587.862068966,537,145.964703203
131,2015-04-08,07:10:21,1428469760186,3,347776,16,p,1,572,,587.862068966,537,145.964703203
131,2015-04-08,07:10:24,1428469760186,3,351226,17,p,1,654,,587.862068966,537,145.964703203
131,2015-04-08,07:10:27,1428469760186,3,356664,18,p,1,593,,587.862068966,537,145.964703203
131,2015-04-08,07:10:33,1428469760186,3,360390,19,p,1,516,,587.862068966,537,145.964703203
131,2015-04-08,07:10:37,1428469760186,3,366007,20,p,1,658,,587.862068966,537,145.964703203
131,2015-04-08,07:10:42,1428469760186,3,370596,21,p,1,680,,587.862068966,537,145.964703203
131,2015-04-08,07:10:47,1428469760186,3,376064,22,p,1,510,,587.862068966,537,145.964703203
131,2015-04-08,07:10:52,1428469760186,3,378739,23,p,1,606,,587.862068966,537,145.964703203
131,2015-04-08,07:10:55,1428469760186,3,382340,24,p,1,534,,587.862068966,537,145.964703203
131,2015-04-08,07:10:59,1428469760186,3,385217,25,p,1,847,,587.862068966,537,145.964703203
131,2015-04-08,07:11:01,1428469760186,3,389993,26,p,1,528,,587.862068966,537,145.964703203
131,2015-04-08,07:11:06,1428469760186,3,395291,27,p,1,1197,,587.862068966,537,145.964703203
131,2015-04-08,07:11:11,1428469760186,3,399019,28,p,1,667,,587.862068966,537,145.964703203
131,2015-04-08,07:11:15,1428469760186,3,403043,29,p,1,495,,587.862068966,537,145.964703203
131,2015-04-08,07:11:19,1428469760186,3,403625,30,p,0,,,587.862068966,537,145.964703203
