id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_280,2016-05-09,10:35:15,,,1,10421,1,p,1,904,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:20,,,1,15558,2,p,1,559,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:25,,,1,20584,3,p,1,622,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:30,,,1,23648,4,p,1,809,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:33,,,1,26735,5,p,1,696,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:37,,,1,31011,6,p,1,630,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:41,,,1,35187,7,p,1,623,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:45,,,1,39474,8,p,1,567,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:49,,,1,42698,9,p,1,675,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:53,,,1,46082,10,p,1,578,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:35:56,,,1,50430,11,p,1,665,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:00,,,1,54418,12,p,1,631,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:04,,,1,59691,13,p,1,563,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:10,,,1,64649,14,p,1,735,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:14,,,1,69883,15,p,1,576,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:20,,,1,73380,16,p,1,378,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:23,,,1,78282,17,p,1,649,1,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:28,,,1,82972,18,p,1,564,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:33,,,1,86430,19,p,1,647,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:36,,,1,89589,20,p,1,720,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:39,,,1,92406,21,p,1,750,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:42,,,1,97408,22,p,1,642,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:47,,,1,100298,23,p,1,731,,650.541666667,644.5,102.356996391
SI_280,2016-05-09,10:36:50,,,1,105101,24,p,1,699,,650.541666667,644.5,102.356996391
