id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_215,2015-11-12,07:14:29,1447308869855,2,148643,1,p,1,520,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:14:34,1447308869855,2,151698,2,p,1,494,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:14:37,1447308869855,2,157112,3,p,1,485,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:14:42,1447308869855,2,161121,4,p,1,488,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:14:46,1447308869855,2,164619,5,p,1,499,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:14:50,1447308869855,2,167571,6,p,1,618,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:14:53,1447308869855,2,171284,7,p,1,524,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:14:56,1447308869855,2,175758,8,p,1,487,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:01,1447308869855,2,180888,9,p,1,535,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:06,1447308869855,2,183900,10,p,1,694,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:09,1447308869855,2,188316,11,p,1,502,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:13,1447308869855,2,192876,12,p,1,500,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:18,1447308869855,2,196613,13,p,1,491,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:22,1447308869855,2,199637,14,p,1,562,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:25,1447308869855,2,203387,15,p,1,609,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:28,1447308869855,2,206257,16,p,1,574,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:31,1447308869855,2,210662,17,p,1,493,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:36,1447308869855,2,216068,18,p,1,483,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:41,1447308869855,2,219783,19,p,1,474,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:45,1447308869855,2,222557,20,p,1,510,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:48,1447308869855,2,227297,21,p,1,477,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:52,1447308869855,2,231180,22,p,1,507,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:15:56,1447308869855,2,235730,23,p,1,541,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:01,1447308869855,2,239959,24,p,1,522,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:05,1447308869855,2,242710,25,p,1,586,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:08,1447308869855,2,246933,26,p,1,522,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:12,1447308869855,2,249786,27,p,1,534,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:15,1447308869855,2,252705,28,p,1,534,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:18,1447308869855,2,256410,29,p,1,516,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:21,1447308869855,2,260211,30,p,1,447,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:25,1447308869855,2,262905,31,p,1,579,,526.032258065,516,50.980050916
SI_215,2015-11-12,07:16:28,1447308869855,2,264394,32,p,0,,,526.032258065,516,50.980050916
