id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_108B_Morgon,2015-03-01,22:35:06,1425245706548,3,290031,1,p,1,518,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:11,1425245706548,3,292554,2,p,1,414,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:14,1425245706548,3,295698,3,p,1,389,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:17,1425245706548,3,300107,4,p,1,418,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:21,1425245706548,3,303142,5,p,1,490,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:24,1425245706548,3,308106,6,p,1,456,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:29,1425245706548,3,312853,7,p,1,425,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:34,1425245706548,3,315677,8,p,1,685,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:37,1425245706548,3,320905,9,p,1,449,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:42,1425245706548,3,327201,10,p,1,440,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:48,1425245706548,3,333801,11,p,1,439,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:35:55,1425245706548,3,339044,12,p,1,434,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:36:00,1425245706548,3,341991,13,p,1,559,,470.461538462,440,79.0923672936
SI_108B_Morgon,2015-03-01,22:36:03,1425245706548,3,344926,14,p,0,,,470.461538462,440,79.0923672936
