id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
302,2016-05-18,10:43:25,,,5,619838,1,p,1,708,,523,494,108.446168344
302,2016-05-18,10:43:27,,,5,623581,2,p,1,513,,523,494,108.446168344
302,2016-05-18,10:43:31,,,5,628015,3,p,1,495,,523,494,108.446168344
302,2016-05-18,10:43:36,,,5,633000,4,p,1,398,,523,494,108.446168344
302,2016-05-18,10:43:41,,,5,635871,5,p,1,368,,523,494,108.446168344
302,2016-05-18,10:43:43,,,5,639124,6,p,1,410,,523,494,108.446168344
302,2016-05-18,10:43:47,,,5,644416,7,p,1,522,,523,494,108.446168344
302,2016-05-18,10:43:52,,,5,648180,8,p,1,635,,523,494,108.446168344
302,2016-05-18,10:43:56,,,5,650840,9,p,1,461,,523,494,108.446168344
302,2016-05-18,10:43:58,,,5,656008,10,p,1,480,,523,494,108.446168344
302,2016-05-18,10:44:04,,,5,659961,11,p,1,505,,523,494,108.446168344
302,2016-05-18,10:44:08,,,5,663991,12,p,1,480,,523,494,108.446168344
302,2016-05-18,10:44:12,,,5,667626,13,p,1,622,,523,494,108.446168344
302,2016-05-18,10:44:15,,,5,671381,14,p,1,472,,523,494,108.446168344
302,2016-05-18,10:44:19,,,5,676323,15,p,1,440,,523,494,108.446168344
302,2016-05-18,10:44:24,,,5,680607,16,p,1,407,,523,494,108.446168344
302,2016-05-18,10:44:28,,,5,685522,17,p,1,494,,523,494,108.446168344
302,2016-05-18,10:44:33,,,5,689335,18,p,1,461,,523,494,108.446168344
302,2016-05-18,10:44:37,,,5,692249,19,p,1,440,,523,494,108.446168344
302,2016-05-18,10:44:40,,,5,696451,20,p,1,524,,523,494,108.446168344
302,2016-05-18,10:44:44,,,5,700583,21,p,1,767,,523,494,108.446168344
302,2016-05-18,10:44:48,,,5,704415,22,p,1,617,,523,494,108.446168344
302,2016-05-18,10:44:52,,,5,707307,23,p,1,634,,523,494,108.446168344
302,2016-05-18,10:44:55,,,5,712627,24,p,1,589,,523,494,108.446168344
302,2016-05-18,10:45:00,,,5,718251,25,p,1,807,,523,494,108.446168344
302,2016-05-18,10:45:06,,,5,722939,26,p,1,464,,523,494,108.446168344
302,2016-05-18,10:45:11,,,5,727234,27,p,1,531,,523,494,108.446168344
302,2016-05-18,10:45:15,,,5,732008,28,p,1,472,,523,494,108.446168344
302,2016-05-18,10:45:20,,,5,734740,29,p,1,451,,523,494,108.446168344
302,2016-05-18,10:45:22,,,5,737156,30,p,0,,,523,494,108.446168344
