id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
Sl_164_res,2015-06-08,23:14:54,1433798094268,1,9437,1,p,1,566,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:14:58,1433798094268,1,14956,2,p,1,515,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:03,1433798094268,1,18970,3,p,1,497,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:07,1433798094268,1,23178,4,p,1,440,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:11,1433798094268,1,26644,5,p,1,459,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:15,1433798094268,1,31024,6,p,1,400,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:19,1433798094268,1,35262,7,p,1,383,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:24,1433798094268,1,38457,8,p,1,445,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:27,1433798094268,1,42456,9,p,1,457,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:31,1433798094268,1,45086,10,p,1,604,1,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:33,1433798094268,1,48095,11,p,1,495,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:36,1433798094268,1,53378,12,p,1,455,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:42,1433798094268,1,56311,13,p,1,686,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:45,1433798094268,1,60535,14,p,1,430,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:49,1433798094268,1,63829,15,p,1,468,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:52,1433798094268,1,66731,16,p,1,485,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:55,1433798094268,1,69937,17,p,1,471,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:15:58,1433798094268,1,73863,18,p,1,431,1,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:02,1433798094268,1,77197,19,p,1,466,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:05,1433798094268,1,79945,20,p,1,518,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:08,1433798094268,1,84441,21,p,1,454,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:13,1433798094268,1,88415,22,p,1,412,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:17,1433798094268,1,93748,23,p,1,506,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:22,1433798094268,1,96648,24,p,1,583,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:25,1433798094268,1,99780,25,p,1,478,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:28,1433798094268,1,104760,26,p,1,471,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:33,1433798094268,1,107576,27,p,1,558,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:36,1433798094268,1,111389,28,p,1,669,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:40,1433798094268,1,116256,29,p,1,544,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:44,1433798094268,1,120828,30,p,1,405,,491.7,471,73.8255866308
Sl_164_res,2015-06-08,23:16:49,1433798094268,1,125630,31,p,0,,,491.7,471,73.8255866308
