id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
298,2016-04-25,10:43:01,,,5,558773,1,p,1,494,,527.551724138,446,251.165083192
298,2016-04-25,10:43:06,,,5,563864,2,p,1,473,,527.551724138,446,251.165083192
298,2016-04-25,10:43:11,,,5,568498,3,p,1,378,,527.551724138,446,251.165083192
298,2016-04-25,10:43:15,,,5,573313,4,p,1,375,,527.551724138,446,251.165083192
298,2016-04-25,10:43:20,,,5,578015,5,p,1,412,,527.551724138,446,251.165083192
298,2016-04-25,10:43:25,,,5,582130,6,p,1,399,,527.551724138,446,251.165083192
298,2016-04-25,10:43:29,,,5,586280,7,p,1,448,,527.551724138,446,251.165083192
298,2016-04-25,10:43:33,,,5,590048,8,p,1,758,,527.551724138,446,251.165083192
298,2016-04-25,10:43:37,,,5,593414,9,p,1,508,,527.551724138,446,251.165083192
298,2016-04-25,10:43:40,,,5,596608,10,p,1,537,,527.551724138,446,251.165083192
298,2016-04-25,10:43:44,,,5,600232,11,p,1,402,,527.551724138,446,251.165083192
298,2016-04-25,10:43:47,,,5,604459,12,p,1,446,,527.551724138,446,251.165083192
298,2016-04-25,10:43:51,,,5,608392,13,p,1,542,,527.551724138,446,251.165083192
298,2016-04-25,10:43:55,,,5,613351,14,p,1,407,,527.551724138,446,251.165083192
298,2016-04-25,10:44:00,,,5,618151,15,p,1,1688,,527.551724138,446,251.165083192
298,2016-04-25,10:44:05,,,5,621235,16,p,1,484,,527.551724138,446,251.165083192
298,2016-04-25,10:44:08,,,5,625218,17,p,1,432,,527.551724138,446,251.165083192
298,2016-04-25,10:44:12,,,5,628936,18,p,1,427,,527.551724138,446,251.165083192
298,2016-04-25,10:44:16,,,5,631517,19,p,1,436,,527.551724138,446,251.165083192
298,2016-04-25,10:44:18,,,5,635601,20,p,1,393,,527.551724138,446,251.165083192
298,2016-04-25,10:44:23,,,5,638901,21,p,1,361,,527.551724138,446,251.165083192
298,2016-04-25,10:44:26,,,5,641968,22,p,1,398,,527.551724138,446,251.165083192
298,2016-04-25,10:44:29,,,5,646250,23,p,1,402,,527.551724138,446,251.165083192
298,2016-04-25,10:44:33,,,5,651068,24,p,1,722,,527.551724138,446,251.165083192
298,2016-04-25,10:44:38,,,5,655034,25,p,1,446,,527.551724138,446,251.165083192
298,2016-04-25,10:44:42,,,5,657934,26,p,1,745,,527.551724138,446,251.165083192
298,2016-04-25,10:44:45,,,5,661320,27,p,1,731,,527.551724138,446,251.165083192
298,2016-04-25,10:44:48,,,5,665036,28,p,1,559,,527.551724138,446,251.165083192
298,2016-04-25,10:44:52,,,5,670035,29,p,1,496,,527.551724138,446,251.165083192
298,2016-04-25,10:44:57,,,5,673969,30,p,0,,,527.551724138,446,251.165083192
