id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_274,2016-04-30,14:29:26,,,4,392937,1,p,1,523,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:29,,,4,395736,2,p,1,559,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:31,,,4,398883,3,p,1,517,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:34,,,4,403135,4,p,1,543,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:39,,,4,407896,5,p,1,506,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:43,,,4,412022,6,p,1,499,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:48,,,4,414688,7,p,1,594,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:50,,,4,419089,8,p,1,567,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:55,,,4,422831,9,p,1,550,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:29:58,,,4,426537,10,p,1,525,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:02,,,4,429682,11,p,1,659,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:05,,,4,432431,12,p,1,520,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:08,,,4,435721,13,p,1,473,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:11,,,4,440779,14,p,1,542,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:16,,,4,446017,15,p,1,486,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:22,,,4,449967,16,p,1,513,1,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:26,,,4,453719,17,p,1,595,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:29,,,4,458985,18,p,1,565,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:35,,,4,462167,19,p,1,662,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:38,,,4,466664,20,p,1,554,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:42,,,4,470095,21,p,1,816,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:46,,,4,474265,22,p,1,562,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:50,,,4,478949,23,p,1,543,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:55,,,4,483295,24,p,1,642,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:30:59,,,4,487991,25,p,1,594,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:31:04,,,4,492530,26,p,1,615,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:31:08,,,4,495864,27,p,1,792,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:31:11,,,4,501081,28,p,1,620,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:31:17,,,4,506582,29,p,1,581,,576.448275862,559,79.7534532199
SI_274,2016-04-30,14:31:22,,,4,510222,30,p,0,,,576.448275862,559,79.7534532199
