id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_110_Morgon,2015-03-11,12:28:42,1426073322866,1,11322,1,p,1,2558,,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:28:48,1426073322866,1,15416,2,p,1,1898,1,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:28:52,1426073322866,1,19301,3,p,1,1812,1,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:28:56,1426073322866,1,23726,4,p,1,297,,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:00,1426073322866,1,27248,5,p,1,1413,1,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:04,1426073322866,1,31444,6,p,1,1646,1,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:08,1426073322866,1,35363,7,p,1,1715,,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:12,1426073322866,1,40655,8,p,1,1175,,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:17,1426073322866,1,45848,9,p,1,1734,1,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:22,1426073322866,1,53778,10,p,1,1716,,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:30,1426073322866,1,58170,11,p,1,1735,,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:35,1426073322866,1,65275,12,p,1,1620,,1609.91666667,1715.5,524.760804096
SI_110_Morgon,2015-03-11,12:29:42,1426073322866,1,65883,13,p,0,,,1609.91666667,1715.5,524.760804096
