id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
Sl_305,2016-05-21,21:40:37,,,1,11262,1,p,1,827,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:40:43,,,1,14678,2,p,1,354,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:40:46,,,1,19428,3,p,1,353,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:40:51,,,1,22078,4,p,1,381,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:40:53,,,1,26744,5,p,1,334,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:40:58,,,1,30278,6,p,1,343,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:01,,,1,33245,7,p,1,394,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:04,,,1,36980,8,p,1,307,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:08,,,1,41044,9,p,1,391,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:12,,,1,43927,10,p,1,444,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:15,,,1,47010,11,p,1,390,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:18,,,1,49577,12,p,1,463,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:21,,,1,54794,13,p,1,353,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:26,,,1,59911,14,p,1,371,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:31,,,1,63261,15,p,1,376,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:34,,,1,67744,16,p,1,358,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:39,,,1,72495,17,p,1,299,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:44,,,1,75547,18,p,1,380,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:47,,,1,78495,19,p,1,360,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:50,,,1,81710,20,p,1,334,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:53,,,1,86626,21,p,1,376,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:41:58,,,1,90877,22,p,1,386,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:02,,,1,95744,23,p,1,307,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:07,,,1,98644,24,p,1,397,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:10,,,1,103445,25,p,1,395,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:15,,,1,106528,26,p,1,369,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:18,,,1,111111,27,p,1,298,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:22,,,1,113528,28,p,1,381,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:25,,,1,116478,29,p,1,412,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:28,,,1,121493,30,p,1,311,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:33,,,1,124594,31,p,1,339,,380.096774194,371,91.6560072004
Sl_305,2016-05-21,21:42:36,,,1,126707,32,p,0,,,380.096774194,371,91.6560072004
