id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
301,2016-05-17,20:29:53,,,2,155864,1,p,1,470,,495.034482759,482,98.5543659824
301,2016-05-17,20:29:57,,,2,159139,2,p,1,425,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:00,,,2,163444,3,p,1,513,1,495.034482759,482,98.5543659824
301,2016-05-17,20:30:04,,,2,167590,4,p,1,517,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:09,,,2,170407,5,p,1,502,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:11,,,2,173244,6,p,1,436,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:14,,,2,178485,7,p,1,416,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:19,,,2,182785,8,p,1,488,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:24,,,2,186505,9,p,1,904,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:28,,,2,191009,10,p,1,513,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:32,,,2,196433,11,p,1,621,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:37,,,2,199802,12,p,1,452,1,495.034482759,482,98.5543659824
301,2016-05-17,20:30:41,,,2,203854,13,p,1,401,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:45,,,2,206784,14,p,1,474,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:48,,,2,210249,15,p,1,398,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:51,,,2,212830,16,p,1,427,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:54,,,2,217785,17,p,1,426,,495.034482759,482,98.5543659824
301,2016-05-17,20:30:59,,,2,221399,18,p,1,495,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:02,,,2,226956,19,p,1,633,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:08,,,2,230612,20,p,1,550,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:12,,,2,234828,21,p,1,482,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:16,,,2,239124,22,p,1,489,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:20,,,2,243632,23,p,1,479,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:25,,,2,246302,24,p,1,570,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:27,,,2,251374,25,p,1,484,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:32,,,2,256695,26,p,1,501,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:38,,,2,261140,27,p,1,421,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:42,,,2,265964,28,p,1,409,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:47,,,2,269692,29,p,1,460,,495.034482759,482,98.5543659824
301,2016-05-17,20:31:51,,,2,272264,30,p,0,,,495.034482759,482,98.5543659824
