id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
117,2015-04-10,12:30:23,1428661823444,3,273736,1,p,1,473,,447.2,452.5,68.1970999709
117,2015-04-10,12:30:26,1428661823444,3,279299,2,p,1,402,,447.2,452.5,68.1970999709
117,2015-04-10,12:30:32,1428661823444,3,285552,3,p,1,355,,447.2,452.5,68.1970999709
117,2015-04-10,12:30:38,1428661823444,3,292359,4,p,1,483,1,447.2,452.5,68.1970999709
117,2015-04-10,12:30:45,1428661823444,3,299357,5,p,1,378,,447.2,452.5,68.1970999709
117,2015-04-10,12:30:52,1428661823444,3,304501,6,p,1,512,,447.2,452.5,68.1970999709
117,2015-04-10,12:30:57,1428661823444,3,311300,7,p,1,387,,447.2,452.5,68.1970999709
117,2015-04-10,12:31:04,1428661823444,3,314296,8,p,1,572,,447.2,452.5,68.1970999709
117,2015-04-10,12:31:07,1428661823444,3,321397,9,p,1,432,,447.2,452.5,68.1970999709
117,2015-04-10,12:31:14,1428661823444,3,326953,10,p,1,478,,447.2,452.5,68.1970999709
117,2015-04-10,12:31:19,1428661823444,3,330835,11,p,0,,,447.2,452.5,68.1970999709
