id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
Sl_305,2016-05-22,06:09:43,,,3,335614,1,p,1,394,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:09:47,,,3,339777,2,p,1,334,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:09:51,,,3,344911,3,p,1,334,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:09:57,,,3,348063,4,p,1,342,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:00,,,3,352877,5,p,1,280,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:05,,,3,358044,6,p,1,280,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:10,,,3,363260,7,p,1,327,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:15,,,3,367694,8,p,1,372,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:19,,,3,371577,9,p,1,374,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:23,,,3,376595,10,p,1,320,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:28,,,3,379994,11,p,1,372,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:32,,,3,382861,12,p,1,603,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:35,,,3,386911,13,p,1,547,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:39,,,3,391027,14,p,1,567,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:43,,,3,393961,15,p,1,364,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:46,,,3,399509,16,p,1,698,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:51,,,3,404277,17,p,1,396,1,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:10:56,,,3,408027,18,p,1,408,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:00,,,3,412196,19,p,1,329,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:04,,,3,417427,20,p,1,826,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:09,,,3,421894,21,p,1,391,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:14,,,3,425444,22,p,1,510,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:17,,,3,430311,23,p,1,333,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:22,,,3,434912,24,p,1,301,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:27,,,3,437744,25,p,1,460,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:29,,,3,442261,26,p,1,406,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:34,,,3,444861,27,p,1,575,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:37,,,3,448561,28,p,1,514,,427.035714286,382.5,132.71397318
Sl_305,2016-05-22,06:11:40,,,3,452608,29,p,0,,,427.035714286,382.5,132.71397318
