id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_260,2016-03-10,06:17:08,,,5,590960,1,p,1,480,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:11,,,5,594403,2,p,1,538,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:14,,,5,598273,3,p,1,601,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:18,,,5,602375,4,p,1,585,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:22,,,5,605100,5,p,1,679,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:25,,,5,610064,6,p,1,579,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:30,,,5,612898,7,p,1,551,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:33,,,5,617149,8,p,1,542,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:37,,,5,621329,9,p,1,568,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:41,,,5,626134,10,p,1,619,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:46,,,5,630380,11,p,1,588,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:50,,,5,634805,12,p,1,604,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:17:55,,,5,640040,13,p,1,659,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:00,,,5,642860,14,p,1,699,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:03,,,5,645546,15,p,1,568,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:05,,,5,650608,16,p,1,512,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:10,,,5,655148,17,p,1,778,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:15,,,5,660822,18,p,1,892,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:21,,,5,666275,19,p,1,647,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:26,,,5,671420,20,p,1,639,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:31,,,5,676408,21,p,1,585,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:36,,,5,679621,22,p,1,758,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:39,,,5,685074,23,p,1,608,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:45,,,5,688438,24,p,1,669,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:48,,,5,693484,25,p,1,575,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:53,,,5,697374,26,p,1,602,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:18:57,,,5,700394,27,p,1,603,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:19:00,,,5,704751,28,p,1,545,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:19:04,,,5,708084,29,p,1,622,,617.068965517,602,84.7057642812
SI_260,2016-03-10,06:19:08,,,5,708364,30,p,0,,,617.068965517,602,84.7057642812
