id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_265,2016-03-09,15:36:14,,,3,309567,1,p,1,433,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:19,,,3,312186,2,p,1,561,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:21,,,3,315515,3,p,1,413,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:25,,,3,318332,4,p,1,417,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:27,,,3,323582,5,p,1,437,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:33,,,3,327181,6,p,1,523,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:36,,,3,329881,7,p,1,557,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:39,,,3,333748,8,p,1,436,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:43,,,3,337131,9,p,1,418,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:46,,,3,340732,10,p,1,444,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:50,,,3,343715,11,p,1,458,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:53,,,3,348048,12,p,1,452,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:36:57,,,3,352930,13,p,1,504,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:02,,,3,357982,14,p,1,452,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:07,,,3,362065,15,p,1,459,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:11,,,3,366865,16,p,1,409,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:16,,,3,370564,17,p,1,542,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:20,,,3,373265,18,p,1,432,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:22,,,3,377085,19,p,1,447,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:26,,,3,381248,20,p,1,435,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:30,,,3,385948,21,p,1,449,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:35,,,3,390748,22,p,1,570,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:40,,,3,394831,23,p,1,612,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:44,,,3,399498,24,p,1,436,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:49,,,3,404549,25,p,1,523,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:54,,,3,408615,26,p,1,610,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:37:58,,,3,412448,27,p,1,531,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:38:01,,,3,417398,28,p,1,372,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:38:06,,,3,421682,29,p,1,397,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:38:11,,,3,425215,30,p,1,388,,470.566666667,448,65.7637796408
SI_265,2016-03-09,15:38:14,,,3,425590,31,p,0,,,470.566666667,448,65.7637796408
