id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
301,2016-05-16,09:59:07,,,5,529748,1,p,1,395,,558.166666667,466,252.626490452
301,2016-05-16,09:59:10,,,5,533109,2,p,1,389,,558.166666667,466,252.626490452
301,2016-05-16,09:59:14,,,5,537577,3,p,1,425,,558.166666667,466,252.626490452
301,2016-05-16,09:59:18,,,5,541917,4,p,1,367,,558.166666667,466,252.626490452
301,2016-05-16,09:59:22,,,5,545025,5,p,1,484,,558.166666667,466,252.626490452
301,2016-05-16,09:59:25,,,5,548867,6,p,1,472,,558.166666667,466,252.626490452
301,2016-05-16,09:59:29,,,5,552687,7,p,1,455,,558.166666667,466,252.626490452
301,2016-05-16,09:59:33,,,5,555498,8,p,1,606,,558.166666667,466,252.626490452
301,2016-05-16,09:59:36,,,5,560774,9,p,1,397,,558.166666667,466,252.626490452
301,2016-05-16,09:59:41,,,5,564953,10,p,1,453,,558.166666667,466,252.626490452
301,2016-05-16,09:59:45,,,5,569876,11,p,1,729,,558.166666667,466,252.626490452
301,2016-05-16,09:59:50,,,5,575157,12,p,1,460,,558.166666667,466,252.626490452
301,2016-05-16,09:59:56,,,5,579642,13,p,1,547,,558.166666667,466,252.626490452
301,2016-05-16,10:00:00,,,5,583959,14,p,1,446,,558.166666667,466,252.626490452
301,2016-05-16,10:00:04,,,5,588890,15,p,1,606,,558.166666667,466,252.626490452
301,2016-05-16,10:00:09,,,5,592550,16,p,1,1163,,558.166666667,466,252.626490452
301,2016-05-16,10:00:13,,,5,596275,17,p,1,500,,558.166666667,466,252.626490452
301,2016-05-16,10:00:17,,,5,600085,18,p,1,401,,558.166666667,466,252.626490452
301,2016-05-16,10:00:21,,,5,602790,19,p,1,579,,558.166666667,466,252.626490452
301,2016-05-16,10:00:23,,,5,607309,20,p,1,366,,558.166666667,466,252.626490452
301,2016-05-16,10:00:28,,,5,610107,21,p,1,534,,558.166666667,466,252.626490452
301,2016-05-16,10:00:31,,,5,613151,22,p,1,597,,558.166666667,466,252.626490452
301,2016-05-16,10:00:34,,,5,618607,23,p,1,480,,558.166666667,466,252.626490452
301,2016-05-16,10:00:39,,,5,623759,24,p,1,737,,558.166666667,466,252.626490452
301,2016-05-16,10:00:44,,,5,627024,25,p,1,837,,558.166666667,466,252.626490452
301,2016-05-16,10:00:47,,,5,630059,26,p,1,436,,558.166666667,466,252.626490452
301,2016-05-16,10:00:50,,,5,634889,27,p,1,1567,,558.166666667,466,252.626490452
301,2016-05-16,10:00:55,,,5,637983,28,p,1,440,,558.166666667,466,252.626490452
301,2016-05-16,10:00:58,,,5,640758,29,p,1,432,,558.166666667,466,252.626490452
301,2016-05-16,10:01:01,,,5,643592,30,p,1,445,,558.166666667,466,252.626490452
301,2016-05-16,10:01:04,,,5,647081,31,p,0,,,558.166666667,466,252.626490452
