id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_259,2016-03-10,06:15:27,,,1,8670,1,p,1,526,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:30,,,1,11823,2,p,1,431,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:33,,,1,15708,3,p,1,562,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:37,,,1,18732,4,p,1,434,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:40,,,1,24090,5,p,1,502,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:45,,,1,29375,6,p,1,480,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:51,,,1,34085,7,p,1,431,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:55,,,1,37588,8,p,1,504,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:15:59,,,1,41358,9,p,1,532,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:03,,,1,44166,10,p,1,520,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:06,,,1,48356,11,p,1,504,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:10,,,1,52422,12,p,1,460,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:14,,,1,56329,13,p,1,498,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:18,,,1,59045,14,p,1,526,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:20,,,1,63103,15,p,1,445,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:25,,,1,65979,16,p,1,478,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:27,,,1,68975,17,p,1,442,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:30,,,1,71977,18,p,1,508,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:33,,,1,75203,19,p,1,459,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:37,,,1,78286,20,p,1,461,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:40,,,1,82157,21,p,1,571,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:44,,,1,86684,22,p,1,476,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:48,,,1,91416,23,p,1,509,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:53,,,1,96527,24,p,1,516,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:16:58,,,1,99167,25,p,1,598,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:17:01,,,1,104657,26,p,1,488,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:17:06,,,1,109258,27,p,1,611,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:17:11,,,1,114785,28,p,1,500,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:17:16,,,1,118375,29,p,1,571,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:17:20,,,1,123506,30,p,1,468,,500.366666667,501,47.9802282076
SI_259,2016-03-10,06:17:25,,,1,125990,31,p,0,,,500.366666667,501,47.9802282076
