id,date,time,t0,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_110_Kväll,2015-03-10,22:36:08,1426023368446,1,10638,1,p,1,615,,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:13,1426023368446,1,17873,2,p,1,1384,,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:20,1426023368446,1,20656,3,p,1,631,,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:23,1426023368446,1,26786,4,p,1,629,1,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:29,1426023368446,1,31855,5,p,1,945,1,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:34,1426023368446,1,34417,6,p,1,516,,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:37,1426023368446,1,38200,7,p,1,242,1,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:40,1426023368446,1,44547,8,p,1,650,1,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:47,1426023368446,1,51465,9,p,1,746,1,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:54,1426023368446,1,56056,10,p,1,1992,,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:36:58,1426023368446,1,63318,11,p,1,1428,,888.909090909,650,509.886154851
SI_110_Kväll,2015-03-10,22:37:06,1426023368446,1,65770,12,p,0,,,888.909090909,650,509.886154851
