id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_122,2015-04-09,16:05:03,1428588303418,1,18852,1,1,7,15,16,8,11,14,10,3,,"10,6",0,2.285
SI_122,2015-04-09,16:05:16,1428588303418,1,31764,2,2,7,11,4,14,7,12,2,3,,"13,1",1,2.064
SI_122,2015-04-09,16:05:29,1428588303418,1,44148,3,3,7,15,10,14,13,1,3,12,,"7,2",1,1.532
SI_122,2015-04-09,16:05:41,1428588303418,1,56114,4,4,7,13,12,5,3,11,4,9,,"13,1",1,1.123
SI_122,2015-04-09,16:05:53,1428588303418,1,69315,5,5,7,4,1,14,15,11,2,7,,"2,6",1,2.363
SI_122,2015-04-09,16:06:07,1428588303418,1,83147,6,6,7,13,10,4,7,2,1,15,,"4,2",0,2.989
SI_122,2015-04-09,16:06:20,1428588303418,1,96947,7,7,7,11,2,13,14,7,15,12,,"4,7",1,2.955
SI_122,2015-04-09,16:06:34,1428588303418,1,110549,8,8,7,1,4,3,7,11,13,6,,"3,3",0,2.763
SI_122,2015-04-09,16:06:48,1428588303418,1,125081,9,9,7,15,13,12,10,9,2,4,,"12,5",1,3.687
SI_122,2015-04-09,16:07:02,1428588303418,1,138012,10,10,7,4,2,13,3,14,15,11,,"5,1",0,2.092
