id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_137,2015-04-22,12:42:56,1429699376668,4,423203,1,1,7,5,9,13,11,8,10,12,,"1,1",1,1.556
SI_137,2015-04-22,12:43:09,1429699376668,4,436123,2,2,7,4,14,2,12,10,9,6,,"9,6",1,1.944
SI_137,2015-04-22,12:43:22,1429699376668,4,450723,3,3,7,3,10,14,6,8,9,7,,"9,6",0,3.617
SI_137,2015-04-22,12:43:36,1429699376668,4,466506,4,4,7,7,9,10,1,15,3,14,,"3,6",1,4.802
SI_137,2015-04-22,12:43:52,1429699376668,4,478856,5,5,7,4,1,3,7,11,16,9,,"4,7",1,1.387
SI_137,2015-04-22,12:44:04,1429699376668,4,493005,6,6,7,7,3,13,5,11,6,4,,"5,4",0,3.156
SI_137,2015-04-22,12:44:19,1429699376668,4,505330,7,7,7,14,3,1,8,13,6,15,,"11,1",1,1.35
SI_137,2015-04-22,12:44:31,1429699376668,4,518497,8,8,7,9,15,14,10,6,1,8,,"6,5",1,2.142
SI_137,2015-04-22,12:44:44,1429699376668,4,530681,9,9,7,2,8,13,3,4,5,7,,"2,1",1,1.226
SI_137,2015-04-22,12:44:56,1429699376668,4,544091,10,10,7,15,12,5,3,10,4,16,,"12,2",1,2.445
