id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_116,2015-03-12,22:45:17,1426196717914,1,20647,1,1,7,16,5,9,3,14,10,1,,"9,3",1,4.085
SI_116,2015-03-12,22:45:32,1426196717914,1,33347,2,2,7,2,14,6,15,7,3,16,,"9,1",1,1.8
SI_116,2015-03-12,22:45:45,1426196717914,1,46221,3,3,7,1,7,11,4,13,8,3,,"1,5",1,1.97
SI_116,2015-03-12,22:45:58,1426196717914,1,58602,4,4,7,14,12,5,7,16,6,9,,"1,3",1,1.484
SI_116,2015-03-12,22:46:10,1426196717914,1,71251,5,5,7,14,7,5,3,11,9,15,,"7,2",1,1.728
SI_116,2015-03-12,22:46:23,1426196717914,1,83701,6,6,7,5,12,7,10,3,4,1,,"5,1",1,1.561
SI_116,2015-03-12,22:46:35,1426196717914,1,98191,7,7,7,1,7,6,8,14,2,12,,"5,3",0,3.585
SI_116,2015-03-12,22:46:50,1426196717914,1,110871,8,8,7,8,7,13,15,6,16,1,,"7,2",1,1.788
SI_116,2015-03-12,22:47:03,1426196717914,1,123719,9,9,7,8,13,14,15,5,9,12,,"12,4",0,1.961
SI_116,2015-03-12,22:47:15,1426196717914,1,136025,10,10,7,10,9,15,5,4,2,14,,"4,5",1,1.413
