id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_124,2015-03-20,12:29:46,1426850986393,4,367663,1,1,7,5,9,3,13,15,7,12,,"7,6",0,6.048
SI_124,2015-03-20,12:30:03,1426850986393,4,380628,2,2,7,9,6,4,15,13,16,7,,"15,4",1,2.058
SI_124,2015-03-20,12:30:16,1426850986393,4,397144,3,3,7,13,15,11,12,2,8,4,,"16,1",1,5.615
SI_124,2015-03-20,12:30:32,1426850986393,4,410850,4,4,7,7,10,9,14,6,4,8,,"6,5",1,2.797
SI_124,2015-03-20,12:30:46,1426850986393,4,423570,5,5,7,14,9,13,11,8,7,16,,"13,3",1,1.818
SI_124,2015-03-20,12:30:59,1426850986393,4,436010,6,6,7,13,6,9,1,2,11,4,,"2,2",1,1.532
SI_124,2015-03-20,12:31:11,1426850986393,4,451110,7,7,7,14,11,13,1,2,4,3,,"3,7",1,4.213
SI_124,2015-03-20,12:31:26,1426850986393,4,464220,8,8,7,12,7,2,11,5,10,4,,"4,7",1,2.194
SI_124,2015-03-20,12:31:39,1426850986393,4,476861,9,9,7,12,3,11,13,8,1,7,,"7,7",1,1.753
SI_124,2015-03-20,12:31:52,1426850986393,4,489366,10,10,7,15,9,3,6,8,4,7,,"4,6",1,1.611
