id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_124,2015-03-20,16:33:04,1426865584551,4,521480,1,1,7,1,2,9,6,3,4,10,,"6,4",1,5.057
SI_124,2015-03-20,16:33:20,1426865584551,4,534312,2,2,7,16,11,12,10,4,9,5,,"12,3",1,1.916
SI_124,2015-03-20,16:33:33,1426865584551,4,546413,3,3,7,5,14,3,15,2,1,16,,"14,1",0,1.209
SI_124,2015-03-20,16:33:45,1426865584551,4,558814,4,4,7,10,11,6,3,4,7,9,,"4,7",1,1.493
SI_124,2015-03-20,16:33:57,1426865584551,4,571287,5,5,7,9,6,8,2,3,1,15,,"9,1",1,1.583
SI_124,2015-03-20,16:34:10,1426865584551,4,583469,6,6,7,11,5,15,12,16,14,8,,"15,3",1,1.293
SI_124,2015-03-20,16:34:22,1426865584551,4,597137,7,7,7,3,1,13,9,4,14,8,,"9,4",1,2.782
SI_124,2015-03-20,16:34:36,1426865584551,4,609923,8,8,7,3,4,10,11,5,1,12,,"4,5",1,1.88
SI_124,2015-03-20,16:34:48,1426865584551,4,622762,9,9,7,12,10,8,7,16,2,3,,"4,5",1,1.935
SI_124,2015-03-20,16:35:01,1426865584551,4,635261,10,10,7,11,7,13,2,4,1,9,,"9,5",1,1.6
