id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_135,2015-04-17,07:34:49,1429248889822,3,272665,1,1,7,12,4,6,1,16,13,2,,"12,1",1,2.304
SI_135,2015-04-17,07:35:03,1429248889822,3,284970,2,2,7,9,3,16,8,13,10,4,,"13,5",1,1.254
SI_135,2015-04-17,07:35:15,1429248889822,3,300266,3,3,7,2,9,14,15,4,6,16,,"10,4",0,4.221
SI_135,2015-04-17,07:35:30,1429248889822,3,313208,4,4,7,5,16,11,6,14,13,8,,"8,7",1,1.95
SI_135,2015-04-17,07:35:43,1429248889822,3,327246,5,5,7,10,8,12,15,13,16,2,,"16,7",1,3.059
SI_135,2015-04-17,07:35:57,1429248889822,3,342285,6,6,7,14,15,5,16,2,13,10,,"12,2",1,4.044
SI_135,2015-04-17,07:36:12,1429248889822,3,356427,7,7,7,2,14,1,6,4,9,5,,"1,3",1,3.032
SI_135,2015-04-17,07:36:26,1429248889822,3,369193,8,8,7,14,9,8,7,12,16,13,,"9,2",1,1.714
SI_135,2015-04-17,07:36:39,1429248889822,3,382859,9,9,7,1,8,6,3,4,5,2,,"12,2",1,2.629
SI_135,2015-04-17,07:36:53,1429248889822,3,401918,10,10,7,15,9,11,8,1,16,10,,"9,1",1,8.022
