id,date,time,t0,t0_absolute,order_of_test,time_start_battery,order_in_test,stimuli_type,response,reaction_time,false_responses,average_reaction_time,median_reaction_time,reaction_time_standard_deviation
SI_293,2016-04-22,06:12:33,,,5,641161,1,p,1,730,,769,730,120.387914676
SI_293,2016-04-22,06:12:37,,,5,646725,2,p,1,987,,769,730,120.387914676
SI_293,2016-04-22,06:12:43,,,5,651751,3,p,1,715,,769,730,120.387914676
SI_293,2016-04-22,06:12:48,,,5,656920,4,p,1,714,,769,730,120.387914676
SI_293,2016-04-22,06:12:53,,,5,662434,5,p,1,713,,769,730,120.387914676
SI_293,2016-04-22,06:12:59,,,5,668094,6,p,1,781,,769,730,120.387914676
SI_293,2016-04-22,06:13:04,,,5,673585,7,p,1,745,,769,730,120.387914676
SI_293,2016-04-22,06:13:10,,,5,677688,8,p,1,807,,769,730,120.387914676
SI_293,2016-04-22,06:13:14,,,5,681790,9,p,1,713,,769,730,120.387914676
SI_293,2016-04-22,06:13:18,,,5,686696,10,p,1,738,,769,730,120.387914676
SI_293,2016-04-22,06:13:23,,,5,689783,11,p,1,708,,769,730,120.387914676
SI_293,2016-04-22,06:13:26,,,5,694880,12,p,1,699,,769,730,120.387914676
SI_293,2016-04-22,06:13:31,,,5,699996,13,p,1,834,,769,730,120.387914676
SI_293,2016-04-22,06:13:36,,,5,705468,14,p,1,706,,769,730,120.387914676
SI_293,2016-04-22,06:13:42,,,5,710495,15,p,1,750,,769,730,120.387914676
SI_293,2016-04-22,06:13:47,,,5,716060,16,p,1,724,,769,730,120.387914676
SI_293,2016-04-22,06:13:52,,,5,718905,17,p,1,747,,769,730,120.387914676
SI_293,2016-04-22,06:13:55,,,5,723309,18,p,1,735,,769,730,120.387914676
SI_293,2016-04-22,06:13:59,,,5,726558,19,p,1,955,,769,730,120.387914676
SI_293,2016-04-22,06:14:03,,,5,731568,20,p,1,757,,769,730,120.387914676
SI_293,2016-04-22,06:14:08,,,5,736441,21,p,1,690,,769,730,120.387914676
SI_293,2016-04-22,06:14:13,,,5,739450,22,p,1,699,,769,730,120.387914676
SI_293,2016-04-22,06:14:16,,,5,744721,23,p,1,694,,769,730,120.387914676
SI_293,2016-04-22,06:14:21,,,5,749592,24,p,1,667,,769,730,120.387914676
SI_293,2016-04-22,06:14:26,,,5,755680,25,p,1,1217,,769,730,120.387914676
SI_293,2016-04-22,06:14:32,,,5,756914,26,p,0,,,769,730,120.387914676
