id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_115,2015-03-11,14:20:33,1426080033265,1,22064,1,1,7,8,10,4,9,12,2,16,,"12,5",1,5.596
SI_115,2015-03-11,14:20:49,1426080033265,1,35504,2,2,7,1,13,6,8,7,9,15,,"15,4",1,2.608
SI_115,2015-03-11,14:21:03,1426080033265,1,47903,3,3,7,7,3,11,16,1,13,8,,"12,6",1,1.566
SI_115,2015-03-11,14:21:15,1426080033265,1,60644,4,4,7,16,9,7,1,6,13,4,,"6,1",1,1.915
SI_115,2015-03-11,14:21:28,1426080033265,1,74203,5,5,7,16,8,4,9,12,5,6,,"14,4",1,2.736
SI_115,2015-03-11,14:21:41,1426080033265,1,86723,6,6,7,12,16,6,10,15,11,1,,"2,7",1,1.697
SI_115,2015-03-11,14:21:54,1426080033265,1,99392,7,7,7,7,10,5,2,11,9,14,,"2,4",1,1.848
SI_115,2015-03-11,14:22:07,1426080033265,1,111416,8,8,7,1,4,8,5,2,13,7,,"8,4",0,1.194
SI_115,2015-03-11,14:22:19,1426080033265,1,124024,9,9,7,6,10,16,7,3,1,9,,"11,4",1,1.786
SI_115,2015-03-11,14:22:31,1426080033265,1,136243,10,10,7,11,3,14,9,13,10,2,,"9,1",1,1.395
