id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_112_Morgon,2015-03-10,16:19:44,1426000784664,2,137276,1,1,7,1,9,3,14,4,15,5,,"4,2",1,1.447
SI_112_Morgon,2015-03-10,16:19:56,1426000784664,2,150508,2,2,7,6,4,1,14,9,8,2,,"1,3",1,2.393
SI_112_Morgon,2015-03-10,16:20:10,1426000784664,2,162559,3,3,7,13,7,14,2,1,15,4,,"2,4",1,1.21
SI_112_Morgon,2015-03-10,16:20:22,1426000784664,2,174944,4,4,7,6,13,3,4,16,2,11,,"13,2",1,1.548
SI_112_Morgon,2015-03-10,16:20:34,1426000784664,2,187428,5,5,7,11,16,9,10,6,3,12,,"3,6",1,1.648
SI_112_Morgon,2015-03-10,16:20:47,1426000784664,2,200096,6,6,7,8,4,6,7,1,2,11,,"16,6",1,1.828
SI_112_Morgon,2015-03-10,16:20:59,1426000784664,2,212263,7,7,7,11,3,6,12,15,14,9,,"5,7",1,1.329
SI_112_Morgon,2015-03-10,16:21:11,1426000784664,2,224498,8,8,7,11,1,5,7,2,14,4,,"9,3",0,1.397
SI_112_Morgon,2015-03-10,16:21:24,1426000784664,2,239039,9,9,7,4,12,16,13,9,6,5,,"1,2",1,3.697
SI_112_Morgon,2015-03-10,16:21:38,1426000784664,2,251550,10,10,7,16,1,3,7,13,9,11,,"12,5",1,1.677
