id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_124,2015-03-20,06:33:06,1426829586271,5,572085,1,1,7,8,11,3,5,10,7,13,,"6,3",0,1.951
SI_124,2015-03-20,06:33:19,1426829586271,5,584834,2,2,7,10,4,14,5,1,8,6,,"16,6",1,1.837
SI_124,2015-03-20,06:33:31,1426829586271,5,600373,3,3,7,14,11,15,5,6,12,1,,"1,6",1,4.639
SI_124,2015-03-20,06:33:47,1426829586271,5,612796,4,4,7,12,14,4,13,2,8,9,,"14,2",1,1.528
SI_124,2015-03-20,06:33:59,1426829586271,5,625310,5,5,7,1,4,10,13,11,5,16,,"11,2",1,1.605
SI_124,2015-03-20,06:34:12,1426829586271,5,638461,6,6,7,1,3,12,13,6,15,16,,"14,6",1,2.259
SI_124,2015-03-20,06:34:25,1426829586271,5,651119,7,7,7,3,9,12,5,16,13,10,,"5,4",0,1.743
SI_124,2015-03-20,06:34:38,1426829586271,5,663455,8,8,7,8,5,2,1,13,4,15,,"8,1",1,1.429
SI_124,2015-03-20,06:34:50,1426829586271,5,675824,9,9,7,9,6,3,13,1,11,2,,"3,3",1,1.476
SI_124,2015-03-20,06:35:02,1426829586271,5,687752,10,10,7,7,6,2,14,13,16,1,,"7,1",1,1.024
