id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_144,2015-05-11,16:46:21,1431355581275,1,19697,1,1,7,16,14,8,13,5,2,1,,"4,5",1,3.055
SI_144,2015-05-11,16:46:35,1431355581275,1,32305,2,2,7,16,2,4,3,11,9,14,,"2,2",1,1.641
SI_144,2015-05-11,16:46:47,1431355581275,1,44803,3,3,7,8,9,6,2,12,5,10,,"8,1",0,1.567
SI_144,2015-05-11,16:47:00,1431355581275,1,57619,4,4,7,15,11,3,16,1,14,7,,"5,2",1,1.881
SI_144,2015-05-11,16:47:13,1431355581275,1,70222,5,5,7,4,11,8,1,3,2,14,,"7,5",0,1.716
SI_144,2015-05-11,16:47:25,1431355581275,1,82630,6,6,7,8,2,9,1,3,7,6,,"12,3",1,1.478
SI_144,2015-05-11,16:47:38,1431355581275,1,95772,7,7,7,14,9,5,16,11,12,15,,"10,4",0,2.2
SI_144,2015-05-11,16:47:51,1431355581275,1,108173,8,8,7,15,2,3,6,16,10,1,,"11,3",1,1.47
SI_144,2015-05-11,16:48:03,1431355581275,1,120707,9,9,7,1,2,13,9,6,8,11,,"1,1",1,1.594
SI_144,2015-05-11,16:48:16,1431355581275,1,133740,10,10,7,16,12,8,5,6,11,9,,"7,1",0,2.071
