id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_135,2015-04-16,17:01:28,1429196488750,1,22134,1,1,7,16,1,7,10,9,2,15,,"14,5",0,5.32
SI_135,2015-04-16,17:01:45,1429196488750,1,37109,2,2,7,8,16,15,6,13,14,4,,"10,5",1,3.83
SI_135,2015-04-16,17:02:00,1429196488750,1,49596,3,3,7,10,11,8,13,3,16,4,,"4,7",1,1.457
SI_135,2015-04-16,17:02:12,1429196488750,1,62127,4,4,7,6,10,7,9,13,8,14,,"4,6",1,1.464
SI_135,2015-04-16,17:02:25,1429196488750,1,75190,5,5,7,4,7,2,3,9,5,1,,"3,4",1,1.98
SI_135,2015-04-16,17:02:38,1429196488750,1,89021,6,6,7,2,6,11,3,1,14,13,,"13,4",1,2.739
SI_135,2015-04-16,17:02:52,1429196488750,1,101882,7,7,7,15,6,13,14,12,7,16,,"5,4",1,1.83
SI_135,2015-04-16,17:03:04,1429196488750,1,115425,8,8,7,7,11,16,6,10,4,12,,"15,2",1,2.474
SI_135,2015-04-16,17:03:18,1429196488750,1,128095,9,9,7,8,14,5,12,4,6,10,,"1,2",1,1.635
SI_135,2015-04-16,17:03:31,1429196488750,1,140448,10,10,7,6,11,9,5,15,16,12,,"15,5",1,1.279
