id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_126,2015-03-17,22:19:46,1426627186483,4,405758,1,1,7,16,4,14,10,12,1,7,,"2,6",1,1.225
SI_126,2015-03-17,22:19:58,1426627186483,4,419863,2,2,7,11,2,13,7,6,4,10,,"7,4",0,3.177
SI_126,2015-03-17,22:20:12,1426627186483,4,433201,3,3,7,4,12,14,6,2,5,10,,"5,6",1,2.438
SI_126,2015-03-17,22:20:26,1426627186483,4,445721,4,4,7,9,16,6,5,1,14,4,,"6,3",1,1.618
SI_126,2015-03-17,22:20:38,1426627186483,4,461154,5,5,7,2,15,7,6,12,13,8,,"10,1",0,4.525
SI_126,2015-03-17,22:20:54,1426627186483,4,473205,6,6,7,10,8,15,13,2,6,14,,"13,4",1,1.14
SI_126,2015-03-17,22:21:06,1426627186483,4,487066,7,7,7,13,1,3,14,11,10,6,,"13,4",1,2.973
SI_126,2015-03-17,22:21:19,1426627186483,4,500015,8,8,7,12,15,10,13,2,16,5,,"8,7",1,2.034
SI_126,2015-03-17,22:21:32,1426627186483,4,515102,9,9,7,13,2,11,3,14,6,5,,"4,4",0,4.186
SI_126,2015-03-17,22:21:47,1426627186483,4,527219,10,10,7,13,16,6,1,11,10,8,,"10,2",1,1.2
