id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_108B_Morgon,2015-03-02,16:53:34,1425311614229,3,225902,1,1,7,1,2,15,6,5,3,14,,"15,5",1,2.259
SI_108B_Morgon,2015-03-02,16:53:47,1425311614229,3,238838,2,2,7,1,15,16,8,12,9,14,,"16,3",1,1.961
SI_108B_Morgon,2015-03-02,16:54:00,1425311614229,3,250991,3,3,7,14,12,13,1,5,6,10,,"14,1",1,1.183
SI_108B_Morgon,2015-03-02,16:54:12,1425311614229,3,262999,4,4,7,2,1,4,6,13,16,9,,"1,2",1,1.039
SI_108B_Morgon,2015-03-02,16:54:24,1425311614229,3,275459,5,5,7,7,1,5,4,15,2,8,,"13,4",1,1.49
SI_108B_Morgon,2015-03-02,16:54:37,1425311614229,3,287549,6,6,7,5,7,3,13,1,6,16,,"16,7",0,1.112
SI_108B_Morgon,2015-03-02,16:54:49,1425311614229,3,299652,7,7,7,15,12,8,11,2,7,3,,"12,2",1,1.119
SI_108B_Morgon,2015-03-02,16:55:01,1425311614229,3,312233,8,8,7,12,11,9,6,1,5,3,,"8,4",1,1.615
SI_108B_Morgon,2015-03-02,16:55:13,1425311614229,3,324499,9,9,7,8,12,9,4,15,5,16,,"11,4",1,1.286
SI_108B_Morgon,2015-03-02,16:55:26,1425311614229,3,337150,10,10,7,3,9,1,16,10,15,14,,"12,3",0,1.625
