id,date,time,t0,order_of_test,time_start_battery,order_in_test,order,no_grids,grid1,grid2,grid3,grid4,grid5,grid6,grid7,grid8,pres_grid,correct,response_time
SI_143,2015-05-10,22:28:49,1431289729137,1,18066,1,1,7,11,12,2,6,15,1,9,,"11,1",1,1.466
SI_143,2015-05-10,22:29:01,1431289729137,1,31019,2,2,7,2,7,6,14,12,15,1,,"5,7",1,1.941
SI_143,2015-05-10,22:29:14,1431289729137,1,44148,3,3,7,14,8,9,3,16,6,7,,"5,4",1,2.179
SI_143,2015-05-10,22:29:27,1431289729137,1,56318,4,4,7,7,8,2,3,10,15,1,,"12,1",1,1.238
SI_143,2015-05-10,22:29:39,1431289729137,1,68915,5,5,7,1,10,4,14,5,3,11,,"13,4",1,1.707
SI_143,2015-05-10,22:29:52,1431289729137,1,81295,6,6,7,16,4,2,11,3,1,8,,"1,6",1,1.445
SI_143,2015-05-10,22:30:04,1431289729137,1,97077,7,7,7,10,16,9,13,11,7,3,,"7,6",0,4.832
SI_143,2015-05-10,22:30:20,1431289729137,1,109401,8,8,7,2,3,15,14,7,9,10,,"3,4",1,1.373
SI_143,2015-05-10,22:30:32,1431289729137,1,121350,9,9,7,10,1,3,7,5,9,2,,"4,3",1,0.999
SI_143,2015-05-10,22:30:44,1431289729137,1,133471,10,10,7,4,16,6,11,1,15,8,,"2,4",1,1.176
